Agency,Year,Amount,SubTypeName,RevenueType,SubType
WHO,2022,737601.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,5219265.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,8580207.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,2311649.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,39411715.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,60000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,1384694.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,348368.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,54410.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,60000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,177791.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,1640000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,85471622.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,110000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,412435.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,230400.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,678674.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,5521918.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,3331.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,116937.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,703233.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,1006627.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,554344.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,117887.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,240000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,924953.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,375118.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,30740354.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,481600.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,213060.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,8928572.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,893639.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,182000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,108000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,240000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2022,1684211.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,49060.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,77025.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,896253.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,828975.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,119565.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,442099.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,-2376467.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,1000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,-72916.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,-37210.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,82042.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,13950.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,40304324.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,51955.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,42662.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,234455.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,28609.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,45357.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,-128851.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,166840.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,3550.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,23629.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,20469.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,100000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,470711.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,368188.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,3517012.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,50454.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,-109426.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNODC,2022,1000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,600000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,1282470.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,3000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-9114626.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,395016.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,4166342.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,398602.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,425353.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,13158699.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-2348.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,303366.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,8349437.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,1129779.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,130000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,810000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,10493432.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,1402981.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,2493441.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-1010399.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,561167.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,51925235.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,3942552.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,601800.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-44609.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,11902559.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,5000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,554243.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,34441.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,233798.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-21381.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,368514.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,10981339.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,171249.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-72213.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,741307.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,2970965.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,252314.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,470270.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,134665.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,529091.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,6717574.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,8113810.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-1052270.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,1000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,1235736.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,65000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,384612.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,21469.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,2191000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,7483256.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,1299548.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,4750000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,1450418.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,1083809.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,786000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,1754907.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,3447.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,3869353.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,-24466.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,394173.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,25586392.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,42000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,1335900.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,825718.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,27729200.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,4917.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,0.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,2019000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,6372091.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,0.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,4091800.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,20000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,55943.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,3396606.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,343001.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,20000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,29004321.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,14364977.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,-820272.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,1377178.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,793883.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,2127582.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,10003345.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,0.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,4750348.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,23006188.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,702311.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,135314468.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,156000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,5964583.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,0.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
WFP,2022,31915.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNV,2022,1325.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNV,2022,27000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNV,2022,0.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNV,2022,20000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNV,2022,50000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,4235842.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,100000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,3000000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,3443909.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,235939.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,208900.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,-539814.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,508131.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,241500.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,1007730.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,300000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,859642.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,2338159.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,137261.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,5562254.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,681154.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,2031646.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,210246.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,2368000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,362724.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,701945.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,525000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2022,632459.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,82076.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,0.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,243908.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,1130566.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,84061.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,279543.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,1240000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,557503.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,420000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,231538.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,-74961.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,1500000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,45877.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,53491.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,30381.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,105610.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,400000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,2862.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,-43817.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,54769.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,-70831.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2022,130750.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
IFAD,2022,8010000.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNESCO,2022,52947.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,52158.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,82734.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,14720.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,30626.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,235615.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,88970.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,3390518.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,166180.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,2486.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2022,1659029.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,86681717.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-205438.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,70728.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,334858.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,27900496.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,20492747.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-61551.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,-1112556.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2022,102606.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNV,2022,213217.0,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNESCO,2022,251477.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,276154.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,36656.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,75139.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,142589.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,964620.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,78167.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,159200.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,96651.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,47600.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,44599.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,1935724.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,803378.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,108300.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,1908741.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,1630472.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,62000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,32536.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,93112.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNITAID,2022,162000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,135113.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,32845.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,144360.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,56962.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,406.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,549890.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,43925.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,27604.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,31174.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,44732.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,1554.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,64800.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,25645.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,148829.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2022,121920.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,350525.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,38585.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,163445.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,71395.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,63664.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,516508.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,148427.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,168355.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,144000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,243000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,592100.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,65162.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,192793.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,63720.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNESCO,2022,1262561.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,26000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,32400.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,100000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,280000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,62746.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,54835.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,67853.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,180000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,24124.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,698370.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,350000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,71169.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,48785.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,150000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,114790.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,57500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,13118.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,561000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,386000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,87828.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,80975.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,195575.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,2500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,35480.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,50000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,2208264.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,106235.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,1846515.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,747250.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,5303640.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,74180.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,802963.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,217160.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,120000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,89452.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,155000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,190512.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,350000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,102672.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,621000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,31672.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,26125.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,3728231.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,144970.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,101500.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,55000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,70000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,130070.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2022,44000.0,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
