agency,calendar_year,amount,sub_type_name,rev_type,sub_type
UNCDF,2018,28466852.65,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNCDF,2018,316183.01,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNCDF,2018,3108613.88,Revenue from other activities,Revenue from other activities,R04
IFAD,2019,450178000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
IFAD,2019,1390000,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
IFAD,2019,40260000,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
IFAD,2019,84116000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
IFAD,2019,7973000,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNOPS,2019,1211767043,Revenue from other activities,Revenue from other activities,R04
UNWOMEN,2019,10162257,Assessed contributions,Assessed contributions,R01
UNWOMEN,2019,141265922,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNWOMEN,2019,1696855,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNWOMEN,2019,47557055,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNWOMEN,2019,41183365,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNWOMEN,2019,3977683,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNWOMEN,2019,264712450,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNWOMEN,2019,16847000,Revenue from other activities,Revenue from other activities,R04
UNHCR,2019,72562551,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNHCR,2019,43298146,Assessed contributions,Assessed contributions,R01
UNHCR,2019,713131931,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNHCR,2019,36409645,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNHCR,2019,8381480,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
UNHCR,2019,3231583478,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNHCR,2019,31741539,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNHCR,2019,46028012,Revenue from other activities,Revenue from other activities,R04
WMO,2019,1990769.231,Local resources,Voluntary non-core (earmarked) contributions,R03D
WMO,2019,16375384.62,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
WMO,2019,66514871.79,Assessed contributions,Assessed contributions,R01
WMO,2019,1917948.718,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
WMO,2019,2600000,Revenue from other activities,Revenue from other activities,R04
WMO,2019,3570256.41,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
WMO,2019,192820.5128,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
UNITAR,2019,687261,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNITAR,2019,33082929.12,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNITAR,2019,3196284.47,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNITAR,2019,7527659.02,Revenue from other activities,Revenue from other activities,R04
UNITAR,2019,140091,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNITAR,2019,311096.18,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNSSC,2019,4143519,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNSSC,2019,9245263,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNSSC,2019,470248,Revenue from other activities,Revenue from other activities,R04
ICC,2019,1312257.813,Revenue from other activities,Revenue from other activities,R04
ICC,2019,161835439.7,Assessed contributions,Assessed contributions,R01
ICC,2019,2230231.027,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNICEF,2019,1149718528,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNICEF,2019,211376989,Revenue from other activities,Revenue from other activities,R04
UNICEF,2019,20169866,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNICEF,2019,354163326,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNICEF,2019,220886144,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
UNICEF,2019,3835082770,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNICEF,2019,297462752,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNICEF,2019,274909775,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNICEF,2019,48500791,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNFCCC,2019,35486159,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNFCCC,2019,15984834,Revenue from other activities,Revenue from other activities,R04
UNFCCC,2019,32860867.43,Assessed contributions,Assessed contributions,R01
UNFCCC,2019,875500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2019,373464631,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNFPA,2019,226755060.5,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNFPA,2019,246414477.6,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNFPA,2019,73159022.02,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNFPA,2019,445346565.7,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNFPA,2019,-613198.26,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNFPA,2019,105458859.4,Revenue from other activities,Revenue from other activities,R04
UNU,2019,15304818,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNU,2019,18582749,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNU,2019,22010436,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNU,2019,64397712,Revenue from other activities,Revenue from other activities,R04
UNDP,2019,679169435.2,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNDP,2019,14464289.47,In-kind untied contributions,Voluntary core (un-earmarked) contributions,R02B
UNDP,2019,571540051.4,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNDP,2019,122090928.1,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNDP,2019,343366265.3,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
UNDP,2019,831148355,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNDP,2019,1910692820,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNDP,2019,85176.26,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNDP,2019,356572900.4,Revenue from other activities,Revenue from other activities,R04
UNRWA,2019,326087642,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNRWA,2016,28598617.56,Assessed contributions,Assessed contributions,R01
UNRWA,2016,580075536.4,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02
UNRWA,2019,14486710,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNRWA,2019,23614710,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNRWA,2019,32080869,Revenue from other activities,Revenue from other activities,R04
UN Tourism,2019,286805.2344,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UN Tourism,2019,1651536.328,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN Tourism,2019,16150122.77,Assessed contributions,Assessed contributions,R01
UN Tourism,2019,1669103.471,Revenue from other activities,Revenue from other activities,R04
UN Tourism,2019,3471474.397,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNIDO,2019,76297590.4,Assessed contributions,Assessed contributions,R01
UNIDO,2019,81668062.25,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2019,1368245.569,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNIDO,2019,6094188.701,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNIDO,2019,51314991.91,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
UNIDO,2019,24107657.15,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNIDO,2019,26847007.2,Revenue from other activities,Revenue from other activities,R04
UNCDF,2019,40438036.73,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
UNCDF,2019,6271083.77,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
UNCDF,2019,20307119.49,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
UNCDF,2019,32028419.39,Local resources,Voluntary non-core (earmarked) contributions,R03D
UNCDF,2019,43709031.33,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UNCDF,2019,855866,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UNCDF,2019,4031000,Revenue from other activities,Revenue from other activities,R04
ITU,2019,129728202.5,Assessed contributions,Assessed contributions,R01
ITU,2019,14396905.78,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITU,2019,3117866.667,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
ITU,2019,44733577.85,Revenue from other activities,Revenue from other activities,R04
ILO,2019,385772209.1,Assessed contributions,Assessed contributions,R01
ILO,2019,9347346.34,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
ILO,2019,14520230.49,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
ILO,2019,14408941.18,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
ILO,2019,17851261.74,Local resources,Voluntary non-core (earmarked) contributions,R03D
ILO,2019,232184846.6,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ILO,2019,5929776.22,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
ILO,2019,47019587.47,Revenue from other activities,Revenue from other activities,R04
UPU,2019,37052902.56,Assessed contributions,Assessed contributions,R01
UPU,2019,18684052.31,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UPU,2019,20761661.54,Revenue from other activities,Revenue from other activities,R04
WHO,2019,490294103,Assessed contributions,Assessed contributions,R01
WHO,2019,92333485,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
WHO,2019,226387296,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
WHO,2019,794354397,Single-agency thematic funds,Voluntary non-core (earmarked) contributions,R03B
WHO,2019,246284179,Revenue from global vertical funds,Voluntary non-core (earmarked) contributions,R03C
WHO,2019,30680580,Local resources,Voluntary non-core (earmarked) contributions,R03D
WHO,2019,1105766809,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
CTBTO,2019,127055587,Assessed contributions,Assessed contributions,R01
CTBTO,2019,5324221,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
CTBTO,2019,1428532,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
CTBTO,2019,3913076,Revenue from other activities,Revenue from other activities,R04
ITC,2019,7661000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02A
ITC,2019,35887000,Assessed contributions,Assessed contributions,R01
ITC,2019,2884000,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
ITC,2019,72537000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
ITC,2019,2817000,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
ITC,2019,3467000,Revenue from other activities,Revenue from other activities,R04
UN,2019,595296.02,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,2019,1694664.66,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,2019,9555797.67,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03E
UN,2019,203232.77,In-kind earmarked contributions,Voluntary non-core (earmarked) contributions,R03F
UN,2019,732562886.4,Revenue from other activities,Revenue from other activities,R04
UN,2019,22919339.84,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03A
